,공동유대,신협 점포명,본 / 지점 구분,(우편번호)주 소
63,지역,인천중부신용협동조합,본점,(22556) 인천광역시 동구 송림로 78(송림동)
64,지역,인천중부신용협동조합,지점,(22348) 인천광역시 중구 축항대로86번길 22(항동7가)
65,지역,인천한마음신용협동조합,본점,(21544) 인천광역시 남동구 용천로 153(간석동)
66,지역,인천항신용협동조합,본점,(22306) 인천광역시 중구 서해대로 387(항동7가)
67,지역,인천항신용협동조합,지점,(402040) 인천광역시 미추홀구 매소홀로 446(학익동)
68,단체,가톨릭인천교구청신용협동조합,본점,(22573) 인천광역시 동구 박문로 1(송림동)
69,단체,경인침례교회신용협동조합,본점,"(22808) 인천광역시 서구 가석로156번길 32(가좌동,시온아파트)"
70,단체,부민신용협동조합,본점,(22139) 인천광역시 미추홀구 석바위로 56(주안동)
71,단체,인천교회신용협동조합,본점,(22225) 인천광역시 미추홀구 매소홀로386번길 31-25(학익동)
72,단체,인천치과의사신용협동조합,본점,(21556) 인천광역시 남동구 구월남로 148(구월동)
73,단체,제삼교회신용협동조합,본점,(22543) 인천광역시 동구 솔빛로 83(송림동)
74,직장,(주)인켈신용협동조합,본점,(21311) 인천광역시 부평구 청중로 93(청천동)
75,직장,대한제당신용협동조합,본점,(22300) 인천광역시 중구 월미로 116(북성동1가)
76,직장,두산인프라코어신용협동조합,본점,(22502) 인천광역시 동구 인중로 489(화수동)
77,직장,수협경인임직원신용협동조합,본점,(22349) 인천광역시 중구 축항대로 50(항동7가)
78,직장,인천국제공항공사신용협동조합,본점,(22382) 인천광역시 중구 공항로424번길 47(운서동)
79,직장,인하대병원신용협동조합,본점,(22332) 인천광역시 중구 서해대로 366(신흥동3가)
80,직장,한국지엠신용협동조합,본점,(21334) 인천광역시 부평구 부평대로 233(청천동)
81,직장,현대제철신용협동조합,본점,(22525) 인천광역시 동구 중봉대로 63(송현동)
