,index,공동유대,신협 점포명,본 / 지점 구분,(우편번호)주 소
36,6,지역,부평제일신용협동조합,본점,(403828) 인천광역시 부평구 육동로 22(부평동)
37,7,지역,부평제일신용협동조합,지점,(403811) 인천광역시 부평구 경인로1104번길 10(부개동)
38,8,지역,부흥신용협동조합,본점,(21397) 인천광역시 부평구 부흥로 382-1(부개동)
39,9,지역,북인천신용협동조합,본점,(403863) 인천광역시 부평구 장제로374번길 4(삼산동)
40,0,지역,북인천신용협동조합,지점,(21318) 인천광역시 부평구 부평북로 408(삼산동)
41,1,지역,서로신용협동조합,본점,(22784) 인천광역시 서구 가정로 288(석남동)
42,2,지역,서인천신용협동조합,본점,(22777) 인천광역시 서구 가정로 386(가정동)
43,3,지역,석암신용협동조합,본점,(22239) 인천광역시 미추홀구 경원대로 740-1(주안동)
44,4,지역,소래신용협동조합,본점,(21673) 인천광역시 남동구 앵고개로948번길 54(논현동)
45,5,지역,소래신용협동조합,지점,"(21665) 인천광역시 남동구 소래역로 93(논현동,냇마을신영지웰아파트)"
46,6,지역,송림신용협동조합,본점,(22550) 인천광역시 동구 화도진로 29(송현동)
47,7,지역,송림신용협동조합,지점,(22546) 인천광역시 동구 화수로 1(송현동)
48,8,지역,송림신용협동조합,지점,(22545) 인천광역시 동구 송림로 133-1(송림동)
49,9,지역,송림중앙신용협동조합,본점,(401817) 인천광역시 동구 송림로 108(송림동)
50,0,지역,송림중앙신용협동조합,지점,(22538) 인천광역시 동구 송림로109번길 22(송림동)
51,1,지역,숭의신용협동조합,본점,(22187) 인천광역시 미추홀구 낙섬중로38번길 2(용현동)
52,2,지역,숭의신용협동조합,지점,"(22172) 인천광역시 미추홀구 독배로462번길 55(숭의동,대호아파트)"
53,3,지역,신서해신용협동조합,본점,(22371) 인천광역시 중구 신도시남로142번길 15(운서동)
54,4,지역,연수송도신용협동조합,본점,"(22003) 인천광역시 연수구 컨벤시아대로 116(송도동,푸르지오월드마크)"
55,5,지역,연수송도신용협동조합,지점,"(21931) 인천광역시 연수구 원인재로 180(연수동,연수우성2차아파트)"
56,6,지역,연수송도신용협동조합,지점,"(21916) 인천광역시 연수구 용담로 3(청학동,시대아파트)"
57,7,지역,연수송도신용협동조합,지점,"(21986) 인천광역시 연수구 송도문화로28번길 28(송도동,송도글로벌캠퍼스푸르지오)"
58,8,지역,용현신용협동조합,본점,(402824) 인천광역시 미추홀구 경인남길 94(용현동)
59,9,지역,용현신용협동조합,지점,(402831) 인천광역시 미추홀구 독배로 420(용현동)
60,0,지역,인천성암신용협동조합,본점,(405809) 인천광역시 남동구 경인로524번길 37(간석동)
61,1,지역,인천성암신용협동조합,지점,(21503) 인천광역시 남동구 방축로 503(간석동)
62,2,지역,인천중부신용협동조합,본점,(22556) 인천광역시 동구 송림로 78(송림동)
63,3,지역,인천중부신용협동조합,지점,(22348) 인천광역시 중구 축항대로86번길 22(항동7가)
64,4,지역,인천한마음신용협동조합,본점,(21544) 인천광역시 남동구 용천로 153(간석동)
65,5,지역,인천항신용협동조합,본점,(22306) 인천광역시 중구 서해대로 387(항동7가)
66,6,지역,인천항신용협동조합,지점,(402040) 인천광역시 미추홀구 매소홀로 446(학익동)
67,7,단체,가톨릭인천교구청신용협동조합,본점,(22573) 인천광역시 동구 박문로 1(송림동)
68,8,단체,경인침례교회신용협동조합,본점,"(22808) 인천광역시 서구 가석로156번길 32(가좌동,시온아파트)"
69,9,단체,부민신용협동조합,본점,(22139) 인천광역시 미추홀구 석바위로 56(주안동)
70,0,단체,인천교회신용협동조합,본점,(22225) 인천광역시 미추홀구 매소홀로386번길 31-25(학익동)
71,1,단체,인천치과의사신용협동조합,본점,(21556) 인천광역시 남동구 구월남로 148(구월동)
72,2,단체,제삼교회신용협동조합,본점,(22543) 인천광역시 동구 솔빛로 83(송림동)
73,3,직장,(주)인켈신용협동조합,본점,(21311) 인천광역시 부평구 청중로 93(청천동)
74,4,직장,대한제당신용협동조합,본점,(22300) 인천광역시 중구 월미로 116(북성동1가)
75,5,직장,두산인프라코어신용협동조합,본점,(22502) 인천광역시 동구 인중로 489(화수동)
76,6,직장,수협경인임직원신용협동조합,본점,(22349) 인천광역시 중구 축항대로 50(항동7가)
77,7,직장,인천국제공항공사신용협동조합,본점,(22382) 인천광역시 중구 공항로424번길 47(운서동)
78,8,직장,인하대병원신용협동조합,본점,(22332) 인천광역시 중구 서해대로 366(신흥동3가)
79,9,직장,한국지엠신용협동조합,본점,(21334) 인천광역시 부평구 부평대로 233(청천동)
80,0,직장,현대제철신용협동조합,본점,(22525) 인천광역시 동구 중봉대로 63(송현동)
